cases,date
68,2021-11-27
63,2021-11-28
60,2021-11-29
58,2021-11-30
61,2021-12-01
64,2021-12-02
67,2021-12-03
73,2021-12-04
77,2021-12-05
85,2021-12-06
89,2021-12-07
86,2021-12-08
85,2021-12-09
83,2021-12-10
83,2021-12-11
91,2021-12-12
94,2021-12-13
95,2021-12-14
89,2021-12-15
86,2021-12-16
96,2021-12-17
98,2021-12-18
94,2021-12-19
103,2021-12-20
101,2021-12-21
100,2021-12-22
98,2021-12-23
100,2021-12-24
93,2021-12-25
98,2021-12-26
99,2021-12-27
105,2021-12-28
120,2021-12-29
145,2021-12-30
163,2021-12-31
170,2022-01-01
194,2022-01-02
192,2022-01-03
192,2022-01-04
223,2022-01-05
252,2022-01-06
258,2022-01-07
256,2022-01-08
269,2022-01-09
280,2022-01-10
280,2022-01-11
284,2022-01-12
278,2022-01-13
283,2022-01-14
271,2022-01-15
267,2022-01-16
281,2022-01-17
278,2022-01-18
259,2022-01-19
283,2022-01-20
286,2022-01-21
298,2022-01-22
299,2022-01-23
315,2022-01-24
323,2022-01-25
323,2022-01-26
305,2022-01-27
304,2022-01-28
287,2022-01-29
282,2022-01-30
266,2022-01-31
256,2022-02-01
237,2022-02-02
